Baker,Barista,Brewer,Butcher,Farmer,Farrier,Fisherman,Grocer,Miller,Vinter
0.395997,0.232149,0.176015,0.0277596,0.343605,0.0784621,0.298143,0.198227,0.628113,0.0163839,=AVERAGE(A386:J386)
0.0731289,0.363692,0.0959034,0.211555,0.00380611,0.143517,0.169329,0.150238,0.290019,0.545849,=AVERAGE(A387:J387)
0.55357,0.600128,0.175385,0.119725,0.0355036,0.145481,0.0364776,0.329764,0.130336,0.423912,=AVERAGE(A388:J388)
0.400887,0.105057,0.0359056,0.135257,0.0468986,0.173369,0.0851842,0.222183,0.18924,0.577826,=AVERAGE(A389:J389)
0.088765,0.113266,0.273619,0.313661,0.0543013,0.081196,0.05019,0.224363,0.268446,0.0906529,=AVERAGE(A390:J390)
0.461321,0.421665,0.14615,0.369038,0.219645,0.577005,0.427526,0.140646,0.0408168,0.127252,=AVERAGE(A391:J391)
0.136991,0.402547,0.119469,0.584541,0.162634,0.0208259,0.398027,0.343549,0.117885,0.0770732,=AVERAGE(A392:J392)
0.099873,0.162017,0.249695,0.29076,0.225166,0.204688,0.0923444,0.13675,0.120828,0.0600117,=AVERAGE(A393:J393)
0.417886,0.677405,0.0561172,0.313546,0.299366,0.542646,0.12074,0.423919,0.0283117,0.271894,=AVERAGE(A394:J394)
0.142385,0.162286,0.0688672,0.187902,0.472404,0.140883,0.270634,0.0198789,0.23904,0.031003,=AVERAGE(A395:J395)
0.215402,0.276028,0.12103,0.0331864,0.324322,0.109773,0.307105,0.509457,0.255123,0.0982819,=AVERAGE(A396:J396)
0.0773813,0.298521,0.16698,0.21306,0.0873097,0.0195634,0.0346079,0.0210042,0.147469,0.145408,=AVERAGE(A397:J397)
0.330446,0.0614858,0.0470233,0.334625,0.143956,0.167675,0.240321,0.0312984,0.320721,0.227854,=AVERAGE(A398:J398)
0.355118,0.0909401,0.384575,0.325983,0.206406,0.0811357,0.293806,0.0342944,0.00538301,0.339746,=AVERAGE(A399:J399)
0.153948,0.13806,0.482064,0.0439455,0.0155869,0.117629,0.212193,0.17778,0.0908524,0.21185,=AVERAGE(A400:J400)
0.518279,0.218252,0.437615,0.257564,0.0313535,0.156033,0.205605,0.316029,0.190762,0.311502,=AVERAGE(A401:J401)
0.399395,0.285066,0.364544,0.311089,0.0811725,0.0275314,0.0279055,0.10244,0.244754,0.0967136,=AVERAGE(A402:J402)
0.146217,0.168925,0.333778,0.0599017,0.347296,0.307397,0.140588,0.395793,0.200227,0.0673293,=AVERAGE(A403:J403)
0.247322,0.0595768,0.270018,0.165333,0.221052,0.550088,0.266144,0.381995,0.31995,0.298925,=AVERAGE(A404:J404)
0.27994,0.161763,0.349621,0.365619,0.147118,0.105538,0.111863,0.380973,0.500276,0.291153,=AVERAGE(A405:J405)
0.100168,0.113355,0.20112,0.282845,0.292218,0.351871,0.0927304,0.443924,0.311546,0.020247,=AVERAGE(A406:J406)
0.269001,0.545741,0.230541,0.163148,0.231905,0.149169,0.11985,0.118115,0.0871052,0.258444,=AVERAGE(A407:J407)
0.163982,0.00620294,0.091587,0.00358272,0.515822,0.0970268,0.148858,0.310706,0.294983,0.0487263,=AVERAGE(A408:J408)
0.0352752,0.104444,0.31086,0.118829,0.223413,0.297167,0.0945302,0.0200586,0.0500852,0.0571294,=AVERAGE(A409:J409)
0.34264,0.148878,0.398321,0.156057,0.0683888,0.0634723,0.0591782,0.45301,0.207611,0.0403347,=AVERAGE(A410:J410)
0.108226,0.00370002,0.0323021,0.0148222,0.389588,0.0330884,0.0236032,0.156641,0.0260956,0.162503,=AVERAGE(A411:J411)
0.233204,0.0336146,0.043263,0.0719476,0.0680312,0.0241036,0.142015,0.190117,0.0865222,0.130179,=AVERAGE(A412:J412)
0.047591,0.211632,0.331631,0.282379,0.094473,0.283089,0.244509,0.0677508,0.203169,0.00887561,=AVERAGE(A413:J413)
4.95911e-05,0.371712,0.268836,0.661282,0.0802884,0.593308,0.198294,0.0318441,0.0812131,0.129368,=AVERAGE(A414:J414)
0.202035,0.014955,0.195837,0.586357,0.0904155,0.0394018,0.0577259,0.207939,0.118008,0.458299,=AVERAGE(A415:J415)
0.27597,0.0593832,0.262137,0.426384,0.0168705,0.238113,0.406233,0.0604294,0.186415,0.426538,=AVERAGE(A416:J416)
0.276079,0.37915,0.290638,0.377554,0.0302014,0.476921,0.156479,0.0108738,0.254015,0.319336,=AVERAGE(A417:J417)
0.422478,0.299554,0.00399685,0.242967,0.133555,0.560165,0.234413,0.0787839,0.199852,0.0656776,=AVERAGE(A418:J418)
0.581739,0.204211,0.260739,0.201777,0.0376425,0.0758249,0.153975,0.0682908,0.510341,0.00344729,=AVERAGE(A419:J419)
0.403836,0.17985,0.213726,0.117133,0.0565155,0.285013,0.537759,0.342724,0.237768,0.411495,=AVERAGE(A420:J420)
0.368651,0.0266159,0.145809,0.053664,0.365444,0.158556,0.305405,0.0256305,0.298096,0.0749005,=AVERAGE(A421:J421)
0.345648,0.0296121,0.518505,0.141575,0.423859,0.20636,0.161831,0.262188,0.182501,0.0227244,=AVERAGE(A422:J422)
0.0817332,0.223747,0.164391,0.0993634,0.466755,0.0521175,0.468521,0.215291,0.125856,0.467425,=AVERAGE(A423:J423)
0.105699,0.212596,0.242623,0.198041,0.274555,0.00322342,0.163401,0.0757142,0.512234,0.415897,=AVERAGE(A424:J424)
0.051887,0.0505705,0.493394,0.0747193,0.0678315,0.0821131,0.133282,0.102051,0.0120046,0.0991201,=AVERAGE(A425:J425)
0.189347,0.181515,0.196109,0.0279455,0.0432327,0.10415,0.260857,0.262721,0.283846,0.267386,=AVERAGE(A426:J426)
0.268206,0.30356,0.047784,0.0704185,0.00911617,0.416359,0.17198,0.282826,0.00655055,0.0732251,=AVERAGE(A427:J427)
0.155216,0.310303,0.171643,0.129615,0.479397,0.217781,0.11528,0.186695,0.199745,0.327959,=AVERAGE(A428:J428)
0.13381,0.221731,0.163448,0.0408094,0.146557,0.25648,0.191895,0.332422,0.217836,0.683502,=AVERAGE(A429:J429)
0.275072,0.00727749,0.148133,0.483361,0.178629,0.0321803,0.0986527,0.182734,0.000569582,0.205328,=AVERAGE(A430:J430)
0.0397649,0.0118966,0.4388,0.218941,0.0378134,0.00781322,0.133835,0.0114651,0.221431,0.345371,=AVERAGE(A431:J431)
0.221597,0.0372648,0.0407817,0.367435,0.148464,0.22105,0.329805,0.198465,0.291403,0.102469,=AVERAGE(A432:J432)
0.101107,0.0510605,0.0628562,0.157703,0.0526627,0.122373,0.186258,0.204271,0.179554,0.0157759,=AVERAGE(A433:J433)
0.593618,0.147482,0.257067,0.222399,0.0587481,0.0134125,0.153834,0.117494,0.0221426,0.52784,=AVERAGE(A434:J434)
0.598,0.145874,0.24865,0.0677848,0.143877,0.364474,0.213092,0.535649,0.244101,0.092209,=AVERAGE(A435:J435)
0.591037,0.703323,0.0322766,0.0238473,0.299744,0.418624,0.236602,0.38668,0.178209,0.265914,=AVERAGE(A436:J436)
0.459017,0.433605,0.0711899,0.395958,0.480732,0.21969,0.34724,0.410129,0.0283418,0.0679383,=AVERAGE(A437:J437)
0.0917053,0.632953,0.135638,0.294157,0.383526,0.363384,0.16132,0.244623,0.149362,0.108217,=AVERAGE(A438:J438)
0.142664,0.689614,0.1829,0.33157,0.63428,0.26149,0.154282,0.0178635,0.15476,0.397287,=AVERAGE(A439:J439)
0.265303,0.71619,0.272358,0.440411,0.488682,0.373946,0.0574703,0.307116,0.132053,0.0419119,=AVERAGE(A440:J440)
0.0284822,0.783684,0.449376,0.24369,0.516632,0.246176,0.138893,0.0725318,0.127875,0.0952311,=AVERAGE(A441:J441)
0.0868678,0.462654,0.130432,0.0679631,0.323958,0.0298481,0.133268,0.0124784,0.333338,0.0448327,=AVERAGE(A442:J442)
0.208113,0.485395,0.128312,0.0293996,0.165813,0.156891,0.357727,0.000159502,0.286907,0.194804,=AVERAGE(A443:J443)
0.011827,0.0119667,0.313623,0.0642203,0.341602,0.259719,0.174215,0.0170844,0.029074,0.0478611,=AVERAGE(A444:J444)
0.0909594,0.169348,0.524158,0.0331945,0.596565,0.298975,0.473644,0.159184,0.071144,0.125196,=AVERAGE(A445:J445)
0.343538,0.090331,0.0913925,0.103858,0.561589,0.16034,0.343017,0.170824,0.119585,0.307476,=AVERAGE(A446:J446)
0.019896,0.174595,0.346393,0.0798052,0.214188,0.476453,0.690323,0.00571942,0.165654,0.320549,=AVERAGE(A447:J447)
0.523496,0.102719,0.0213778,0.42661,0.333816,0.0612652,0.291973,0.0962381,0.203995,0.0365205,=AVERAGE(A448:J448)
0.282759,0.460575,0.0817652,0.195956,0.0337036,0.304157,0.117075,0.134429,0.426506,0.156329,=AVERAGE(A449:J449)
0.167976,0.366055,0.206744,0.287943,0.339768,0.198463,0.329605,0.148631,0.0895175,0.032244,=AVERAGE(A450:J450)
0.456013,0.276885,0.0988542,0.391607,0.340582,0.186379,0.00586247,0.0859469,0.0832199,0.356585,=AVERAGE(A451:J451)
0.339266,0.0254173,0.214562,0.189386,0.206423,0.287245,0.0788965,0.486164,0.00432181,0.244694,=AVERAGE(A452:J452)
0.570804,0.0276017,0.0308084,0.166587,0.2738,0.210365,0.112473,0.284464,0.377544,0.186905,=AVERAGE(A453:J453)
0.245558,0.00867748,0.464308,0.0930511,0.203338,0.274633,0.0180337,0.348932,0.052484,0.274428,=AVERAGE(A454:J454)
0.316191,0.329085,0.55354,0.378223,0.20034,0.0943042,0.0343156,0.0390317,0.00317311,0.0675888,=AVERAGE(A455:J455)
0.0436668,0.382806,0.0711526,0.194378,0.203274,0.146628,0.273487,0.0436561,0.445839,0.38184,=AVERAGE(A456:J456)
0.22051,0.0695772,0.235857,0.211407,0.111569,0.53001,0.0520072,0.185764,0.397582,0.409496,=AVERAGE(A457:J457)
0.17872,0.00728869,0.507198,0.105252,0.217016,0.1844,0.120971,0.252579,0.363632,0.0912914,=AVERAGE(A458:J458)
0.230204,0.0115097,0.564625,0.301338,0.101827,0.253107,0.00121832,0.00280833,0.0094986,0.00682211,=AVERAGE(A459:J459)
0.0945287,0.0794597,0.06849,0.0785743,0.246477,0.137923,0.0563219,0.0547506,0.226795,0.325117,=AVERAGE(A460:J460)
0.156062,0.273468,0.294008,0.347766,0.0739602,0.293674,0.200655,0.00120831,0.390319,0.00461626,=AVERAGE(A461:J461)
0.324932,0.326229,0.171196,0.174162,0.0233238,0.124088,0.380611,0.277271,0.471722,0.123192,=AVERAGE(A462:J462)
0.084621,0.0428486,0.163143,0.230207,0.0911227,0.0494366,0.340761,0.243639,0.268507,0.333488,=AVERAGE(A463:J463)
0.148964,0.0332413,0.239132,0.0676633,0.0954971,0.206497,0.275135,0.0513563,0.283936,0.504127,=AVERAGE(A464:J464)
0.0478537,0.142291,0.354769,0.077258,0.069016,0.324079,0.0637984,0.511066,0.0335913,0.335892,=AVERAGE(A465:J465)
0.153463,0.356308,0.361493,0.132582,0.154173,0.287125,0.204599,0.135521,0.142387,0.281081,=AVERAGE(A466:J466)
0.254299,0.354162,0.130358,0.11158,0.0346627,0.387985,0.227982,0.120891,0.241463,0.0232315,=AVERAGE(A467:J467)
0.0565689,0.589416,0.538112,0.174082,0.00311565,0.243783,0.0809808,0.300178,0.257406,0.331982,=AVERAGE(A468:J468)
0.0216136,0.180614,0.0789167,0.442021,0.048028,0.0503397,0.157832,0.012568,0.256401,0.208098,=AVERAGE(A469:J469)
0.184329,0.313153,0.187558,0.0905257,0.204942,0.00970984,0.362148,0.383804,0.230951,0.244679,=AVERAGE(A470:J470)
0.0504155,0.278453,0.30184,0.0906891,0.192723,0.311588,0.690579,0.291645,0.209008,0.21204,=AVERAGE(A471:J471)
0.0529993,0.424404,0.222855,0.331556,0.176157,0.31815,0.306211,0.152312,0.0217767,0.119356,=AVERAGE(A472:J472)
0.200389,0.219073,0.0889577,0.595051,0.193396,0.242894,0.077916,0.307134,0.321292,0.0656129,=AVERAGE(A473:J473)
0.0819807,0.176386,0.0643806,0.229785,0.282517,0.227513,0.0373447,0.30822,0.451866,0.309568,=AVERAGE(A474:J474)
0.241517,0.0920925,0.216303,0.191089,0.278253,0.200113,0.457099,0.403562,0.347927,0.134515,=AVERAGE(A475:J475)
0.230827,0.28846,0.218363,0.0970106,0.345572,0.0919013,0.150178,0.582855,0.203931,0.0414421,=AVERAGE(A476:J476)
0.167851,0.261322,0.460201,0.0716567,0.152687,0.141636,0.0568624,0.304567,0.00125957,0.339493,=AVERAGE(A477:J477)
0.34564,0.352767,0.526093,0.190274,0.1402,0.385161,0.0772751,0.559109,0.050804,0.607777,=AVERAGE(A478:J478)
0.245582,0.262236,0.0039587,0.0131729,0.153549,0.11452,0.0234277,0.0745006,0.206628,0.211448,=AVERAGE(A479:J479)
0.433704,0.530258,0.187084,0.245682,0.0894641,0.348072,0.26281,0.0100291,0.279585,0.229376,=AVERAGE(A480:J480)
0.0885267,0.126067,0.153632,0.340706,0.164177,0.0219057,0.143379,0.326267,0.191616,0.261018,=AVERAGE(A481:J481)
0.174181,0.353857,0.0132861,0.046747,0.0229108,0.291015,0.162031,0.101157,0.0348483,0.0623226,=AVERAGE(A482:J482)
0.0280888,0.0173886,0.164308,0.02721,0.0116279,0.0122755,0.0800824,0.0426478,0.116331,0.249483,=AVERAGE(A483:J483)
0.00443506,0.0739993,0.00112879,0.0128305,0.0588269,0.0673237,0.0142627,0.0926867,0.0722504,0.143818,=AVERAGE(A484:J484)
0.0045042,0.0171733,0.130276,0.00181341,0.0405502,0.0264857,0.0541813,0.0221288,0.117507,0.0368283,=AVERAGE(A485:J485)
0.011775,0.00656247,0.0511301,0.0545656,0.0212908,0.00787544,0.0355413,0.0801724,0.0101118,0.0578432,=AVERAGE(A486:J486)
0.03281,0.0204339,0.0589747,0.012018,0.0285168,0.00441313,0.00748038,0.0541315,0.0126209,0.0182304,=AVERAGE(A487:J487)
0.0555294,0.047889,0.0254595,0.00948381,0.00168514,0.0250478,0.0220802,0.0618933,0.0868045,0.00274587,=AVERAGE(A488:J488)
0.0428224,0.0274787,0.00737405,0.0127065,0.0184031,0.0390797,0.00415945,0.0638274,0.0551696,0.0142434,=AVERAGE(A489:J489)
0.0184653,0.0214198,0.0687464,0.0928878,0.0361176,0.0165563,0.0538261,0.0102267,0.000773549,0.143709,=AVERAGE(A490:J490)
0.0298645,0.0441282,0.183694,0.164725,0.00133991,0.0536806,0.0115156,0.00609636,0.0387316,0.126271,=AVERAGE(A491:J491)
0.0567581,0.0610971,0.259321,0.209268,0.00551271,0.00246286,0.0982026,0.00568533,0.0928822,0.0341618,=AVERAGE(A492:J492)
0.0126715,0.212082,0.0642037,0.012372,0.0274026,0.00344753,0.0297744,0.0194793,0.0231365,0.0681853,=AVERAGE(A493:J493)
0.00551295,0.210395,0.0373363,0.0265875,0.0296118,0.00590134,0.106785,0.0497377,0.00123751,0.0798993,=AVERAGE(A494:J494)
0.00794172,0.00986814,0.00257015,0.0705419,0.0921474,0.00556684,0.0250509,0.00423694,0.0204245,0.0489969,=AVERAGE(A495:J495)
0.00289416,0.0410528,0.0708198,0.0155573,0.0311832,0.0255625,0.0414252,0.0397358,0.00525057,0.0448315,=AVERAGE(A496:J496)
0.0186355,0.0457392,0.0800239,0.00377774,0.000100374,0.0615808,0.0588915,0.0338953,0.0393868,0.00147438,=AVERAGE(A497:J497)
0.0177703,0.0351682,0.103347,0.0134323,0.0233531,0.168367,0.0435212,0.0141847,0.174807,0.0195072,=AVERAGE(A498:J498)
0.0342371,0.0110559,0.0548315,0.0218863,0.14143,0.233187,0.0233347,0.0250301,0.0675917,0.025784,=AVERAGE(A499:J499)
0.0895597,0.00827932,0.0707507,0.0165048,0.305283,0.134287,0.119827,0.0226991,0.0190493,0.0378399,=AVERAGE(A500:J500)
0.113084,0.0752416,0.116434,0.0117347,0.255707,0.1003,0.171942,0.0495918,0.0854225,0.0661726,=AVERAGE(A501:J501)
0.0206904,0.087515,0.0114665,0.00571322,0.0319152,0.0714264,0.0051744,0.0311627,0.0556669,0.0244386,=AVERAGE(A502:J502)
0.00653982,0.0416894,0.0233865,0.00269723,0.0188007,0.125747,0.0779732,0.00704002,0.000806689,0.0291083,=AVERAGE(A503:J503)
0.0184789,0.00536251,0.0257566,0.0231373,0.033884,0.0376515,0.0193315,0.0427217,0.102805,0.00349641,=AVERAGE(A504:J504)
0.0740155,0.0427198,0.0507677,0.0766835,0.0102587,0.030998,0.0344415,0.0657425,0.0840145,0.011533,=AVERAGE(A505:J505)
0.0382693,0.060684,0.100515,0.171639,0.0539015,0.0170326,0.191015,0.0725007,0.0819832,0.00516438,=AVERAGE(A506:J506)
0.032294,0.0594611,0.0217941,0.0916243,0.137619,0.00660849,0.188812,0.0306847,0.189442,0.0621511,=AVERAGE(A507:J507)
0.0012126,0.039768,0.0120971,0.0386162,0.138256,0.0543135,0.0157123,0.147094,0.247837,0.012732,=AVERAGE(A508:J508)
0.00137758,0.0663117,0.0313647,0.0656328,0.00233626,0.000332355,0.0129809,0.132517,0.0144676,0.113554,=AVERAGE(A509:J509)
0.0403972,0.03231,0.0150504,0.0792636,0.039952,0.021004,0.0388436,0.0539578,0.0309355,0.15817,=AVERAGE(A510:J510)
0.0327806,0.00695753,0.0121136,0.0465889,0.0185897,0.0446327,0.00335217,0.0871321,0.027169,0.0308654,=AVERAGE(A511:J511)
0.0247192,0.0644107,0.0461569,0.0352583,0.0430906,0.0600586,0.00599384,0.129266,0.0502041,0.0899371,=AVERAGE(A512:J512)
0.00868654,0.0415769,0.0140791,0.00920796,0.00141978,0.118444,0.00768399,0.0197093,0.121977,0.0322452,=AVERAGE(A513:J513)
0.00022006,0.0432193,0.00197005,0.0110657,0.0017333,0.00167274,0.0224729,0.0341551,0.0748672,0.0304615,=AVERAGE(A514:J514)
0.0237355,0.0121253,0.0228796,0.0331264,0.024246,0.0504303,0.0311639,0.0119488,0.00470364,0.0114336,=AVERAGE(A515:J515)
0.02356,0.0635266,0.0319455,0.0710679,0.0161121,0.00386572,0.0375528,0.0412352,0.00339365,0.0309496,=AVERAGE(A516:J516)
0.00340891,0.00825953,0.0368352,0.0663451,0.0147231,0.033612,0.0527706,0.0246477,0.0442548,0.0820531,=AVERAGE(A517:J517)
0.0415235,0.0199149,0.129202,0.0129702,0.00234294,0.162441,0.0115392,0.0185707,0.014537,0.143113,=AVERAGE(A518:J518)
0.00693822,0.0524237,0.0605957,0.00116754,0.0114353,0.157208,0.00253582,0.0147808,0.105984,0.136786,=AVERAGE(A519:J519)
0.0413468,0.0465865,0.000298023,0.0335097,0.0288749,0.00249338,0.0147374,0.0375226,0.053997,0.0475569,=AVERAGE(A520:J520)
0.0537174,0.0633693,0.0239198,0.00584149,0.0260243,0.00248837,0.0304496,0.00566983,0.118809,0.0100675,=AVERAGE(A521:J521)
0.0463738,0.0339673,0.0183854,0.0173066,0.0127232,0.00372005,0.0399642,0.0251439,0.151319,0.00822401,=AVERAGE(A522:J522)
0.14511,0.0159955,0.0229557,0.107802,0.018254,0.0241246,0.0406578,0.013185,0.0695986,0.0400784,=AVERAGE(A523:J523)
0.108137,0.00703955,0.0401418,0.0700884,0.0725328,0.0325446,0.0724406,0.0492811,0.121326,0.0427856,=AVERAGE(A524:J524)
0.00802493,0.0533726,0.0775088,0.0293574,0.0258596,0.0595705,0.0148807,0.182718,0.0981206,0.0459633,=AVERAGE(A525:J525)
0.0220768,0.00534606,0.0540617,0.00608873,0.00375223,0.144077,0.0305095,0.13114,0.0503023,0.0086205,=AVERAGE(A526:J526)
0.0328772,0.00309372,0.0318992,0.0401926,0.0425499,0.0938215,0.0250928,0.129899,0.0616832,0.11342,=AVERAGE(A527:J527)
0.197772,0.0298536,0.0548809,0.140306,0.176674,0.0297985,0.0553959,0.041572,0.0154639,0.0719711,=AVERAGE(A528:J528)
0.225223,0.0139003,0.0165458,0.00523353,0.182522,0.0238781,0.132862,0.0913838,0.0250148,0.0237789,=AVERAGE(A529:J529)
0.0121577,0.0134468,0.0568067,0.248123,0.0170019,0.0198357,0.1469,0.0171695,0.0406161,0.107595,=AVERAGE(A530:J530)
0.0437045,0.00832224,0.0418813,0.314616,0.0199575,0.0131798,0.27424,0.13421,0.0159277,0.112937,=AVERAGE(A531:J531)
0.0346735,0.00415874,0.00176644,0.171779,0.0496569,0.0205808,0.337999,0.216563,0.125664,0.0185065,=AVERAGE(A532:J532)
0.0263691,0.00478101,0.0311131,0.0798389,0.00268936,0.0204995,0.242321,0.195648,0.0991764,0.0220652,=AVERAGE(A533:J533)
0.0106697,0.0498977,0.0143666,0.004632,0.115075,0.0277631,0.184889,0.0663692,0.0390873,0.0721587,=AVERAGE(A534:J534)
0.0160124,0.0920877,0.00494123,0.0329032,0.254038,0.019537,0.304893,0.17345,0.0909358,0.00128627,=AVERAGE(A535:J535)
0.00483632,0.0672663,0.0470629,0.100912,0.236444,0.011342,0.237691,0.030529,0.118064,0.0283868,=AVERAGE(A536:J536)
0.015728,0.0121465,0.055326,0.00959778,0.0067265,0.045619,0.111784,0.0151057,0.00383067,0.00807834,=AVERAGE(A537:J537)
0.106193,0.0318134,0.00118184,0.0478477,0.0089674,0.0716286,0.122232,0.00495112,0.0677441,0.0231185,=AVERAGE(A538:J538)
0.137728,0.0236208,0.0264227,0.0891323,0.0192099,0.166009,0.0183427,0.0892229,0.0640346,0.0301838,=AVERAGE(A539:J539)
0.14865,0.000652552,0.0319989,0.0931926,0.0234611,0.105303,0.0720544,0.0517058,0.0485457,0.0314858,=AVERAGE(A540:J540)
0.0346267,0.0450585,0.0223665,0.00549293,0.0591013,0.0469146,0.0102344,0.0728675,0.0449376,0.00362396,=AVERAGE(A541:J541)
0.00274014,0.0346684,0.045301,0.0183227,0.0370774,0.00333953,0.0431054,0.0123608,0.010974,0.00886345,=AVERAGE(A542:J542)
0.0285058,0.0147614,0.0661076,0.0240238,0.0386169,0.0357611,0.00864553,0.0262537,0.0107821,0.0450959,=AVERAGE(A543:J543)
0.0606489,0.000333309,0.000531912,0.052505,0.00198364,0.0233572,0.0389881,0.0275156,0.0448067,0.0599618,=AVERAGE(A544:J544)
0.0418239,0.0467531,0.0572941,0.00463104,0.0327897,0.0110567,0.0149794,0.0261452,0.0209857,0.112281,=AVERAGE(A545:J545)
0.0142686,0.0193214,0.110454,0.0106173,0.0100896,0.0335793,0.121277,0.0376575,0.00779903,0.00939322,=AVERAGE(A546:J546)
0.0122702,0.0155849,0.163914,0.0145946,0.00139999,0.0241466,0.160362,0.0190415,0.0957345,0.0953883,=AVERAGE(A547:J547)
0.0108218,0.0107968,0.117202,0.0224121,0.0185485,0.00748253,0.0367994,0.00996876,0.0506717,0.00734186,=AVERAGE(A548:J548)
0.0146151,0.0874957,0.0562868,0.000476837,0.0188384,0.0151248,0.0161545,0.0122705,0.065834,0.0342767,=AVERAGE(A549:J549)
0.00799656,0.164106,0.0424321,0.0409038,0.0627589,0.0734493,0.102606,0.0117352,0.0100597,0.0778676,=AVERAGE(A550:J550)
0.0034461,0.140702,0.0976037,0.0599545,0.0777144,0.163939,0.275841,0.0279424,0.0189067,0.184752,=AVERAGE(A551:J551)
0.0391171,0.0149133,0.0679504,0.107942,0.0672359,0.103847,0.17898,0.0117104,0.0562153,0.157875,=AVERAGE(A552:J552)
0.0352967,0.0471711,0.0398703,0.0193594,0.0412729,0.0302396,0.0780479,0.0375111,0.105794,0.101813,=AVERAGE(A553:J553)
0.0298028,0.0307171,0.0282042,0.00186014,0.00133729,0.0170817,0.0058012,0.0140805,0.00770342,0.0760518,=AVERAGE(A554:J554)
0.00666523,0.00909781,0.0116384,0.0144689,0.0415752,0.00215149,0.0774698,0.0365634,0.0493984,0.0721441,=AVERAGE(A555:J555)
0.0279517,0.0266998,0.0148232,0.0133898,0.00957251,0.0458968,0.0693588,0.0271602,0.0335996,0.0752564,=AVERAGE(A556:J556)
0.0303419,0.030786,0.0537281,0.00447416,0.0526462,0.0396445,0.0239425,0.00513411,0.106156,0.0187631,=AVERAGE(A557:J557)
0.0179856,0.0214503,0.160606,0.153541,0.104541,0.0185189,0.032644,0.00993347,0.0634914,0.1012,=AVERAGE(A558:J558)
0.0134592,0.0204072,0.152346,0.180459,0.0801187,0.0171103,0.0499256,0.0104506,0.0520272,0.0246594,=AVERAGE(A559:J559)
0.00857759,0.017303,0.104951,0.068583,0.102316,0.0071702,0.13131,0.0176351,0.0483015,0.0363426,=AVERAGE(A560:J560)
0.037441,0.0813016,0.124979,0.0547525,0.090232,0.038368,0.152151,0.0242615,0.00875986,0.0832868,=AVERAGE(A561:J561)
0.0363936,0.133205,0.0776701,0.0988861,0.0158982,0.127467,0.00474691,0.079604,0.0240802,0.0306758,=AVERAGE(A562:J562)
0.0135117,0.0401294,0.00613523,0.060832,0.00299239,0.173082,0.0356278,0.0602063,0.0418558,0.0488188,=AVERAGE(A563:J563)
0.00180793,0.102998,0.00694346,0.0549267,0.120964,0.236405,0.0389535,0.00661039,0.0405192,0.0307779,=AVERAGE(A564:J564)
0.00324869,0.0592745,0.0192211,0.0583278,0.184244,0.0186567,0.00549793,0.0436228,0.017679,0.0726043,=AVERAGE(A565:J565)
0.00699019,0.00595522,0.00482178,0.128895,0.0815964,0.242504,0.0308914,0.14441,0.0401744,0.0738612,=AVERAGE(A566:J566)
0.0229259,0.0522997,0.0825759,0.144816,0.0255516,0.281712,0.0239434,0.226978,0.0210108,0.0613052,=AVERAGE(A567:J567)
0.0262413,0.100105,0.104634,0.00242281,0.0200539,0.0954629,0.00526333,0.158612,0.0152771,0.0580281,=AVERAGE(A568:J568)
0.00229859,0.105945,0.0785055,0.0686846,0.163355,0.0865,0.0135481,0.0480463,0.01728,0.145474,=AVERAGE(A569:J569)
0.00226283,0.0293407,0.127709,0.0225906,0.195695,0.00492072,0.0165968,0.0818801,0.0847584,0.196542,=AVERAGE(A570:J570)
0.0465136,0.00492382,0.104811,0.0172439,0.0559433,0.0478992,0.00822091,0.0600988,0.0657643,0.0675079,=AVERAGE(A571:J571)
0.052949,0.000491858,0.0404868,0.0128825,0.0221472,0.00317717,0.0202389,0.127411,0.0186492,0.000437975,=AVERAGE(A572:J572)
0.0440793,0.0310295,0.0303667,0.00768352,0.00931263,0.0767655,0.0525355,0.132668,0.0155641,0.0086503,=AVERAGE(A573:J573)
0.0509851,0.164216,0.0374441,0.0179908,0.0689906,0.0591202,0.120821,0.0292172,0.0135744,0.0065074,=AVERAGE(A574:J574)
0.102917,0.146832,0.0637434,0.0697468,0.0461292,0.00963211,0.104368,0.0969275,0.0131766,0.0139904,=AVERAGE(A575:J575)
0.064723,0.0349391,0.133683,0.0523405,0.030592,0.0124466,0.0250373,0.161058,0.0297556,0.0232899,=AVERAGE(A576:J576)
0.00342202,0.0391662,0.128187,0.00973773,0.0522542,0.0218923,0.0107405,0.0755366,0.021171,0.0725576,=AVERAGE(A577:J577)
0.0256665,0.168602,0.0358324,0.0236578,0.122623,0.0637689,0.11224,0.0636815,0.0110723,0.0298026,=AVERAGE(A578:J578)
0.0196521,0.226758,0.061276,0.0582204,0.0614142,0.0563045,0.147822,0.0948477,0.0678095,0.0287702,=AVERAGE(A579:J579)
0.0195854,0.0442567,0.0154557,0.179871,0.117021,0.0371661,0.0190988,0.0848151,3.32594e-05,0.0068512,=AVERAGE(A580:J580)
0.0293255,0.0406346,0.00933647,0.153547,0.0670128,0.00538421,0.0365644,0.0227144,0.0041548,0.0326171,=AVERAGE(A581:J581)
0.00714374,0.0273898,0.00620222,0.0259209,0.0552535,0.0151842,0.0293097,0.0187871,0.0426803,0.0466469,=AVERAGE(A582:J582)
0.0233605,0.004251,0.0588787,0.0716335,0.00263643,0.0287135,0.0163577,0.0272548,0.0401536,0.0555553,=AVERAGE(A583:J583)
